sample_id	dataset_id	axis_score	upstream_score	mmp_score	junction_score	scoring_method	qc_flags
GSM2932843	GSE109142	-0.21196	-0.411038	0.166016	-0.390859	signed_within_dataset_zscore_mean	ok
GSM2932844	GSE109142	0.990453	1.11213	0.973197	0.886035	signed_within_dataset_zscore_mean	ok
GSM2932845	GSE109142	0.26823	-0.221576	0.468058	0.558209	signed_within_dataset_zscore_mean	ok
GSM2932846	GSE109142	0.0888508	-0.563489	0.933028	-0.102986	signed_within_dataset_zscore_mean	ok
GSM2932847	GSE109142	-0.759849	-0.305113	-1.0883	-0.886136	signed_within_dataset_zscore_mean	ok
GSM2932848	GSE109142	-0.040169	-0.735337	1.14369	-0.528855	signed_within_dataset_zscore_mean	ok
GSM2932849	GSE109142	0.167751	-0.523819	1.01906	0.00800992	signed_within_dataset_zscore_mean	ok
GSM2932850	GSE109142	-0.0452175	0.0221882	0.212862	-0.370702	signed_within_dataset_zscore_mean	ok
GSM2932851	GSE109142	0.136534	-0.121203	-0.0252977	0.556101	signed_within_dataset_zscore_mean	ok
GSM2932852	GSE109142	-0.336776	-0.472628	-0.166616	-0.371084	signed_within_dataset_zscore_mean	ok
GSM2932853	GSE109142	0.777453	0.295717	1.26777	0.768875	signed_within_dataset_zscore_mean	ok
GSM2932854	GSE109142	-0.342994	0.125296	-0.588079	-0.566199	signed_within_dataset_zscore_mean	ok
GSM2932855	GSE109142	0.226571	-0.0843169	0.458971	0.30506	signed_within_dataset_zscore_mean	ok
GSM2932856	GSE109142	0.439133	-0.256982	1.28172	0.292656	signed_within_dataset_zscore_mean	ok
GSM2932857	GSE109142	0.695647	-0.255083	1.45127	0.89075	signed_within_dataset_zscore_mean	ok
GSM2932858	GSE109142	-0.214225	0.0408686	-0.759613	0.0760687	signed_within_dataset_zscore_mean	ok
GSM2932859	GSE109142	-0.345599	-0.532269	0.0668937	-0.571421	signed_within_dataset_zscore_mean	ok
GSM2932860	GSE109142	0.886655	1.04819	0.526876	1.0849	signed_within_dataset_zscore_mean	ok
GSM2932861	GSE109142	0.0311598	-0.600662	0.966095	-0.271954	signed_within_dataset_zscore_mean	ok
GSM2932862	GSE109142	0.293079	0.247544	0.144415	0.487278	signed_within_dataset_zscore_mean	ok
GSM2932863	GSE109142	1.026	1.6659	0.485371	0.926729	signed_within_dataset_zscore_mean	ok
GSM2932864	GSE109142	0.836014	1.36491	0.598138	0.544998	signed_within_dataset_zscore_mean	ok
GSM2932865	GSE109142	0.267672	0.440555	0.324285	0.0381764	signed_within_dataset_zscore_mean	ok
GSM2932866	GSE109142	0.0813212	-0.148461	-0.303302	0.695727	signed_within_dataset_zscore_mean	ok
GSM2932867	GSE109142	1.04528	1.06695	0.713587	1.35531	signed_within_dataset_zscore_mean	ok
GSM2932868	GSE109142	-0.22678	-0.473735	-0.418599	0.211994	signed_within_dataset_zscore_mean	ok
GSM2932869	GSE109142	0.0491371	-0.21929	0.484201	-0.117499	signed_within_dataset_zscore_mean	ok
GSM2932870	GSE109142	-0.0143659	-0.0372043	-0.161067	0.155174	signed_within_dataset_zscore_mean	ok
GSM2932871	GSE109142	-0.889983	-0.444293	-1.25963	-0.966025	signed_within_dataset_zscore_mean	ok
GSM2932872	GSE109142	-0.346424	0.0022542	-0.696373	-0.345152	signed_within_dataset_zscore_mean	ok
GSM2932873	GSE109142	0.37339	-0.131585	0.340112	0.911642	signed_within_dataset_zscore_mean	ok
GSM2932874	GSE109142	-0.0987516	-0.477305	0.238804	-0.0577533	signed_within_dataset_zscore_mean	ok
GSM2932875	GSE109142	0.502614	0.465398	0.234973	0.807473	signed_within_dataset_zscore_mean	ok
GSM2932876	GSE109142	0.0039296	-0.274196	-0.0229582	0.308943	signed_within_dataset_zscore_mean	ok
GSM2932877	GSE109142	-0.148588	-0.314432	0.0342837	-0.165615	signed_within_dataset_zscore_mean	ok
GSM2932878	GSE109142	0.220614	-0.118877	0.481425	0.299296	signed_within_dataset_zscore_mean	ok
GSM2932879	GSE109142	0.45384	0.368155	0.650261	0.343104	signed_within_dataset_zscore_mean	ok
GSM2932880	GSE109142	-0.239997	-0.279994	0.28316	-0.723155	signed_within_dataset_zscore_mean	ok
GSM2932881	GSE109142	0.863889	1.57083	-0.158615	1.17945	signed_within_dataset_zscore_mean	ok
GSM2932882	GSE109142	0.0231501	-0.450067	0.616643	-0.0971262	signed_within_dataset_zscore_mean	ok
GSM2932883	GSE109142	0.779244	1.56271	-0.057613	0.832635	signed_within_dataset_zscore_mean	ok
GSM2932884	GSE109142	0.988543	2.21717	-0.488643	1.2371	signed_within_dataset_zscore_mean	ok
GSM2932885	GSE109142	0.30301	0.370628	-0.314015	0.852417	signed_within_dataset_zscore_mean	ok
GSM2932886	GSE109142	0.92617	0.843161	0.731953	1.2034	signed_within_dataset_zscore_mean	ok
GSM2932887	GSE109142	-0.109314	-1.30041	0.957062	0.0154068	signed_within_dataset_zscore_mean	ok
GSM2932888	GSE109142	-0.0857905	-0.21169	0.212884	-0.258566	signed_within_dataset_zscore_mean	ok
GSM2932889	GSE109142	-0.0430102	-0.258879	0.537598	-0.407749	signed_within_dataset_zscore_mean	ok
GSM2932890	GSE109142	-0.301971	-0.602988	0.00106903	-0.303995	signed_within_dataset_zscore_mean	ok
GSM2932891	GSE109142	-0.164574	-0.213931	-0.200998	-0.0787936	signed_within_dataset_zscore_mean	ok
GSM2932892	GSE109142	0.568881	0.54584	0.497443	0.66336	signed_within_dataset_zscore_mean	ok
GSM2932893	GSE109142	-0.0681281	0.382282	-0.485577	-0.101089	signed_within_dataset_zscore_mean	ok
GSM2932894	GSE109142	-0.462457	-0.779363	-0.252023	-0.355985	signed_within_dataset_zscore_mean	ok
GSM2932895	GSE109142	1.40645	3.36341	-0.617287	1.47323	signed_within_dataset_zscore_mean	ok
GSM2932896	GSE109142	1.02987	0.922158	0.634782	1.53266	signed_within_dataset_zscore_mean	ok
GSM2932897	GSE109142	-0.321018	-0.878167	-0.0870318	0.00214649	signed_within_dataset_zscore_mean	ok
GSM2932898	GSE109142	0.370934	-0.650158	1.27663	0.48633	signed_within_dataset_zscore_mean	ok
GSM2932899	GSE109142	0.832379	1.155	-0.290558	1.63269	signed_within_dataset_zscore_mean	ok
GSM2932900	GSE109142	-0.306415	-0.480177	-0.211949	-0.227119	signed_within_dataset_zscore_mean	ok
GSM2932901	GSE109142	1.06264	-0.137139	2.19143	1.13361	signed_within_dataset_zscore_mean	ok
GSM2932902	GSE109142	-0.135805	-0.275051	-0.21495	0.0825861	signed_within_dataset_zscore_mean	ok
GSM2932903	GSE109142	-0.383823	-1.08615	0.12717	-0.192492	signed_within_dataset_zscore_mean	ok
GSM2932904	GSE109142	-0.3725	-0.482259	-0.741895	0.106654	signed_within_dataset_zscore_mean	ok
GSM2932905	GSE109142	-0.716617	-0.767673	-0.443449	-0.938731	signed_within_dataset_zscore_mean	ok
GSM2932906	GSE109142	0.89348	0.990786	0.481234	1.20842	signed_within_dataset_zscore_mean	ok
GSM2932907	GSE109142	0.153703	0.272742	0.103674	0.0846937	signed_within_dataset_zscore_mean	ok
GSM2932908	GSE109142	0.261218	0.050822	1.08252	-0.349687	signed_within_dataset_zscore_mean	ok
GSM2932909	GSE109142	1.22265	1.91389	0.186327	1.56774	signed_within_dataset_zscore_mean	ok
GSM2932910	GSE109142	0.884969	2.19249	-0.630725	1.09315	signed_within_dataset_zscore_mean	ok
GSM2932911	GSE109142	0.765634	-0.0730395	2.11263	0.257313	signed_within_dataset_zscore_mean	ok
GSM2932912	GSE109142	-0.102481	-0.00101934	0.107877	-0.414301	signed_within_dataset_zscore_mean	ok
GSM2932913	GSE109142	0.667798	0.229101	1.18105	0.593246	signed_within_dataset_zscore_mean	ok
GSM2932914	GSE109142	-0.0742235	0.078271	-0.213847	-0.0870949	signed_within_dataset_zscore_mean	ok
GSM2932915	GSE109142	-0.0852349	-0.730656	0.534449	-0.0594973	signed_within_dataset_zscore_mean	ok
GSM2932916	GSE109142	0.255701	-0.484434	1.12389	0.127646	signed_within_dataset_zscore_mean	ok
GSM2932917	GSE109142	0.0113731	-0.205609	0.400057	-0.160329	signed_within_dataset_zscore_mean	ok
GSM2932918	GSE109142	0.186297	0.247078	-0.49459	0.806403	signed_within_dataset_zscore_mean	ok
GSM2932919	GSE109142	0.249057	0.00494374	0.864169	-0.121943	signed_within_dataset_zscore_mean	ok
GSM2932920	GSE109142	-0.441352	-1.11733	0.449865	-0.656585	signed_within_dataset_zscore_mean	ok
GSM2932921	GSE109142	-0.70671	-0.646326	-0.844395	-0.62941	signed_within_dataset_zscore_mean	ok
GSM2932922	GSE109142	1.95282	2.2206	2.03683	1.60102	signed_within_dataset_zscore_mean	ok
GSM2932923	GSE109142	-0.272393	-0.611151	0.338609	-0.544636	signed_within_dataset_zscore_mean	ok
GSM2932924	GSE109142	-0.319056	-0.229185	-0.163833	-0.564149	signed_within_dataset_zscore_mean	ok
GSM2932925	GSE109142	-0.250061	-0.818656	0.614528	-0.546057	signed_within_dataset_zscore_mean	ok
GSM2932926	GSE109142	0.337698	-0.269741	0.963008	0.319827	signed_within_dataset_zscore_mean	ok
GSM2932927	GSE109142	0.00934991	-0.547171	0.835356	-0.260135	signed_within_dataset_zscore_mean	ok
GSM2932928	GSE109142	0.0791739	-0.361925	0.654509	-0.0550621	signed_within_dataset_zscore_mean	ok
GSM2932929	GSE109142	-0.195253	-1.1309	0.771763	-0.226625	signed_within_dataset_zscore_mean	ok
GSM2932930	GSE109142	-0.272329	-0.769866	-0.426306	0.379187	signed_within_dataset_zscore_mean	ok
GSM2932931	GSE109142	0.144664	0.25411	0.0246135	0.155268	signed_within_dataset_zscore_mean	ok
GSM2932932	GSE109142	0.0814747	-0.232529	0.360199	0.116754	signed_within_dataset_zscore_mean	ok
GSM2932933	GSE109142	-0.119635	-0.333879	-0.0459802	0.0209528	signed_within_dataset_zscore_mean	ok
GSM2932934	GSE109142	-0.187737	-0.0880238	0.255605	-0.730791	signed_within_dataset_zscore_mean	ok
GSM2932935	GSE109142	0.131183	-0.907864	0.838459	0.462955	signed_within_dataset_zscore_mean	ok
GSM2932936	GSE109142	-0.00386178	-0.425371	0.681043	-0.267258	signed_within_dataset_zscore_mean	ok
GSM2932937	GSE109142	0.0499669	-0.279089	0.351189	0.0778013	signed_within_dataset_zscore_mean	ok
GSM2932938	GSE109142	-0.366421	0.0555293	-0.685921	-0.468872	signed_within_dataset_zscore_mean	ok
GSM2932939	GSE109142	-0.152787	0.497025	-0.968046	0.0126585	signed_within_dataset_zscore_mean	ok
GSM2932940	GSE109142	-0.0109923	-0.56427	0.905848	-0.374555	signed_within_dataset_zscore_mean	ok
GSM2932941	GSE109142	0.838333	0.229175	1.19803	1.08779	signed_within_dataset_zscore_mean	ok
GSM2932942	GSE109142	0.997269	0.50015	0.307626	2.18403	signed_within_dataset_zscore_mean	ok
GSM2932943	GSE109142	-0.0162087	0.141587	-0.48069	0.290477	signed_within_dataset_zscore_mean	ok
GSM2932944	GSE109142	0.111808	-0.203212	0.479176	0.0594614	signed_within_dataset_zscore_mean	ok
GSM2932945	GSE109142	-0.789168	0.296733	-1.49124	-1.173	signed_within_dataset_zscore_mean	ok
GSM2932946	GSE109142	-1.18166	-0.953725	-1.24954	-1.34172	signed_within_dataset_zscore_mean	ok
GSM2932947	GSE109142	0.657801	0.459226	0.452886	1.06129	signed_within_dataset_zscore_mean	ok
GSM2932948	GSE109142	0.0582244	0.172378	-0.346343	0.348639	signed_within_dataset_zscore_mean	ok
GSM2932949	GSE109142	0.755901	0.52573	0.957939	0.784033	signed_within_dataset_zscore_mean	ok
GSM2932950	GSE109142	-0.717972	-0.3822	-1.08267	-0.689049	signed_within_dataset_zscore_mean	ok
GSM2932951	GSE109142	0.933889	0.745574	0.712001	1.34409	signed_within_dataset_zscore_mean	ok
GSM2932952	GSE109142	-0.314258	-0.675434	0.295987	-0.563328	signed_within_dataset_zscore_mean	ok
GSM2932953	GSE109142	-0.750341	0.360202	-1.91855	-0.692675	signed_within_dataset_zscore_mean	ok
GSM2932954	GSE109142	1.69684	3.26372	-0.160191	1.98699	signed_within_dataset_zscore_mean	ok
GSM2932955	GSE109142	-0.115812	-0.757369	0.393676	0.016257	signed_within_dataset_zscore_mean	ok
GSM2932956	GSE109142	-0.360243	-1.33774	1.26114	-1.00413	signed_within_dataset_zscore_mean	ok
GSM2932957	GSE109142	1.61622	2.44793	0.401353	1.99939	signed_within_dataset_zscore_mean	ok
GSM2932958	GSE109142	-1.0353	-0.192984	-1.5683	-1.34461	signed_within_dataset_zscore_mean	ok
GSM2932959	GSE109142	0.271447	-0.645117	1.06248	0.396978	signed_within_dataset_zscore_mean	ok
GSM2932960	GSE109142	-0.26166	-0.304139	-0.0240744	-0.456767	signed_within_dataset_zscore_mean	ok
GSM2932961	GSE109142	0.150255	0.506451	-0.184019	0.128333	signed_within_dataset_zscore_mean	ok
GSM2932962	GSE109142	-0.155363	-0.337186	0.125711	-0.254613	signed_within_dataset_zscore_mean	ok
GSM2932963	GSE109142	0.761155	0.949139	0.857867	0.476458	signed_within_dataset_zscore_mean	ok
GSM2932964	GSE109142	-0.38132	-0.251383	-0.227584	-0.664994	signed_within_dataset_zscore_mean	ok
GSM2932965	GSE109142	1.08388	1.42125	0.220076	1.61032	signed_within_dataset_zscore_mean	ok
GSM2932966	GSE109142	-0.834834	-0.4782	-0.957225	-1.06908	signed_within_dataset_zscore_mean	ok
GSM2932967	GSE109142	-0.204647	-0.334438	0.0104762	-0.28998	signed_within_dataset_zscore_mean	ok
GSM2932968	GSE109142	0.525156	0.195486	0.762103	0.61788	signed_within_dataset_zscore_mean	ok
GSM2932969	GSE109142	-0.285186	-0.623105	0.451788	-0.684242	signed_within_dataset_zscore_mean	ok
GSM2932970	GSE109142	-0.410623	-0.450876	-0.376555	-0.404439	signed_within_dataset_zscore_mean	ok
GSM2932971	GSE109142	-0.396802	-1.22286	0.718045	-0.685596	signed_within_dataset_zscore_mean	ok
GSM2932972	GSE109142	-0.883347	-1.7789	-0.457018	-0.414126	signed_within_dataset_zscore_mean	ok
GSM2932973	GSE109142	1.53442	3.29454	-0.650661	1.95938	signed_within_dataset_zscore_mean	ok
GSM2932974	GSE109142	-0.287623	-0.212082	-0.615914	-0.0348736	signed_within_dataset_zscore_mean	ok
GSM2932975	GSE109142	-0.334316	-0.565313	-0.426712	-0.0109241	signed_within_dataset_zscore_mean	ok
GSM2932976	GSE109142	-0.470932	-0.352569	-0.515253	-0.544973	signed_within_dataset_zscore_mean	ok
GSM2932977	GSE109142	0.213148	-0.0534541	0.217174	0.475725	signed_within_dataset_zscore_mean	ok
GSM2932978	GSE109142	-0.203052	-0.362367	-0.143456	-0.103332	signed_within_dataset_zscore_mean	ok
GSM2932979	GSE109142	0.0835712	-0.0697462	0.151811	0.168649	signed_within_dataset_zscore_mean	ok
GSM2932980	GSE109142	-0.083274	-0.17997	0.510393	-0.580245	signed_within_dataset_zscore_mean	ok
GSM2932981	GSE109142	-0.238017	0.205179	-0.895065	-0.0241649	signed_within_dataset_zscore_mean	ok
GSM2932982	GSE109142	-0.394982	-0.885265	-0.106914	-0.192768	signed_within_dataset_zscore_mean	ok
GSM2932983	GSE109142	0.207138	0.685225	-0.401778	0.337967	signed_within_dataset_zscore_mean	ok
GSM2932984	GSE109142	-0.75039	-0.760993	-0.707846	-0.782331	signed_within_dataset_zscore_mean	ok
GSM2932985	GSE109142	-0.28014	-1.0103	0.497859	-0.327974	signed_within_dataset_zscore_mean	ok
GSM2932986	GSE109142	-0.44448	-0.642162	-0.189058	-0.502221	signed_within_dataset_zscore_mean	ok
GSM2932987	GSE109142	-0.438376	-0.689942	-0.227282	-0.397906	signed_within_dataset_zscore_mean	ok
GSM2932988	GSE109142	0.456115	-0.0723077	0.706701	0.733951	signed_within_dataset_zscore_mean	ok
GSM2932989	GSE109142	0.0477951	-0.141237	0.411034	-0.126412	signed_within_dataset_zscore_mean	ok
GSM2932990	GSE109142	0.159554	-0.240969	0.865564	-0.145935	signed_within_dataset_zscore_mean	ok
GSM2932991	GSE109142	0.343795	-0.441098	0.990142	0.482339	signed_within_dataset_zscore_mean	ok
GSM2932992	GSE109142	0.209995	0.34698	-0.175503	0.458506	signed_within_dataset_zscore_mean	ok
GSM2932993	GSE109142	-0.671731	-0.704638	-0.334361	-0.976195	signed_within_dataset_zscore_mean	ok
GSM2932994	GSE109142	-0.221987	0.145866	-0.814511	0.00268387	signed_within_dataset_zscore_mean	ok
GSM2932995	GSE109142	0.325191	-0.718095	1.42049	0.273173	signed_within_dataset_zscore_mean	ok
GSM2932996	GSE109142	-0.204857	0.336156	-0.351821	-0.598906	signed_within_dataset_zscore_mean	ok
GSM2932997	GSE109142	0.587383	1.41841	-0.339358	0.683097	signed_within_dataset_zscore_mean	ok
GSM2932998	GSE109142	-0.473245	-0.551675	-0.218605	-0.649454	signed_within_dataset_zscore_mean	ok
GSM2932999	GSE109142	-0.569656	0.0562765	-1.19606	-0.569188	signed_within_dataset_zscore_mean	ok
GSM2933000	GSE109142	0.813503	0.0577407	1.31266	1.07011	signed_within_dataset_zscore_mean	ok
GSM2933001	GSE109142	-0.117397	-0.900845	0.911995	-0.363341	signed_within_dataset_zscore_mean	ok
GSM2933002	GSE109142	-0.314788	-0.440719	-0.128865	-0.374779	signed_within_dataset_zscore_mean	ok
GSM2933003	GSE109142	0.0634687	-0.454789	0.395852	0.249343	signed_within_dataset_zscore_mean	ok
GSM2933004	GSE109142	0.500401	0.0412678	0.827134	0.632801	signed_within_dataset_zscore_mean	ok
GSM2933005	GSE109142	0.27947	0.0704802	0.301563	0.466368	signed_within_dataset_zscore_mean	ok
GSM2933006	GSE109142	0.262358	0.0445276	0.200822	0.541723	signed_within_dataset_zscore_mean	ok
GSM2933007	GSE109142	-0.181736	0.0441655	-0.288447	-0.300927	signed_within_dataset_zscore_mean	ok
GSM2933008	GSE109142	0.4849	0.393864	0.769419	0.291415	signed_within_dataset_zscore_mean	ok
GSM2933009	GSE109142	0.554958	0.255821	0.964279	0.444773	signed_within_dataset_zscore_mean	ok
GSM2933010	GSE109142	0.16395	-0.522583	1.11608	-0.101643	signed_within_dataset_zscore_mean	ok
GSM2933011	GSE109142	0.0431948	-0.196415	0.335976	-0.00997571	signed_within_dataset_zscore_mean	ok
GSM2933012	GSE109142	0.0383032	-0.0381383	0.0319934	0.121055	signed_within_dataset_zscore_mean	ok
GSM2933013	GSE109142	-0.512859	-1.11151	-0.0556746	-0.371396	signed_within_dataset_zscore_mean	ok
GSM2933014	GSE109142	0.494628	0.458955	0.3758	0.649129	signed_within_dataset_zscore_mean	ok
GSM2933015	GSE109142	-0.456256	-0.309098	-0.562473	-0.497197	signed_within_dataset_zscore_mean	ok
GSM2933016	GSE109142	0.429903	0.513636	0.605037	0.171034	signed_within_dataset_zscore_mean	ok
GSM2933017	GSE109142	0.210047	0.425781	-0.245265	0.449623	signed_within_dataset_zscore_mean	ok
GSM2933018	GSE109142	-0.564847	-1.32443	0.255221	-0.625332	signed_within_dataset_zscore_mean	ok
GSM2933019	GSE109142	1.29165	1.14782	0.455121	2.272	signed_within_dataset_zscore_mean	ok
GSM2933020	GSE109142	1.61979	0.929534	2.44007	1.48977	signed_within_dataset_zscore_mean	ok
GSM2933021	GSE109142	0.690641	0.847808	0.327616	0.896498	signed_within_dataset_zscore_mean	ok
GSM2933022	GSE109142	-0.108113	-0.957023	0.481882	0.150803	signed_within_dataset_zscore_mean	ok
GSM2933023	GSE109142	0.215563	-0.314004	0.958911	0.00178112	signed_within_dataset_zscore_mean	ok
GSM2933024	GSE109142	0.405342	-0.0942252	0.524776	0.785475	signed_within_dataset_zscore_mean	ok
GSM2933025	GSE109142	-0.115746	-0.991145	0.360235	0.283671	signed_within_dataset_zscore_mean	ok
GSM2933026	GSE109142	1.05914	2.64368	-0.0209282	0.554657	signed_within_dataset_zscore_mean	ok
GSM2933027	GSE109142	0.798193	-0.104035	2.26266	0.235957	signed_within_dataset_zscore_mean	ok
GSM2933028	GSE109142	-0.11488	-0.5113	0.283566	-0.116905	signed_within_dataset_zscore_mean	ok
GSM2933029	GSE109142	-1.36927	-1.1798	-1.47877	-1.44925	signed_within_dataset_zscore_mean	ok
GSM2933030	GSE109142	-0.197182	-0.805177	0.568563	-0.354931	signed_within_dataset_zscore_mean	ok
GSM2933031	GSE109142	-0.0436184	0.798502	-0.639849	-0.289508	signed_within_dataset_zscore_mean	ok
GSM2933032	GSE109142	-0.242057	-0.213844	-0.0944811	-0.417845	signed_within_dataset_zscore_mean	ok
GSM3316656	GSE117993	0.63685	-0.321897	1.18226	1.05019	signed_within_dataset_zscore_mean	ok
GSM3316657	GSE117993	0.029661	-1.11104	1.05024	0.149778	signed_within_dataset_zscore_mean	ok
GSM3316658	GSE117993	-0.145001	-0.00672427	-0.125457	-0.302822	signed_within_dataset_zscore_mean	ok
GSM3316659	GSE117993	-0.0012004	-0.0825037	0.088595	-0.00969245	signed_within_dataset_zscore_mean	ok
GSM3316660	GSE117993	-0.0272335	0.50394	-0.261987	-0.323653	signed_within_dataset_zscore_mean	ok
GSM3316661	GSE117993	-0.671841	-0.4137	-0.943214	-0.658609	signed_within_dataset_zscore_mean	ok
GSM3316662	GSE117993	0.31681	0.857172	-0.860189	0.953446	signed_within_dataset_zscore_mean	ok
GSM3316663	GSE117993	0.363514	0.431306	0.187442	0.471795	signed_within_dataset_zscore_mean	ok
GSM3316664	GSE117993	0.450109	0.745623	-0.141848	0.746551	signed_within_dataset_zscore_mean	ok
GSM3316665	GSE117993	-0.608269	-1.2696	0.248239	-0.803445	signed_within_dataset_zscore_mean	ok
GSM3316666	GSE117993	0.0351968	-0.243369	-0.37783	0.726789	signed_within_dataset_zscore_mean	ok
GSM3316667	GSE117993	-0.435408	-1.17927	0.484257	-0.611216	signed_within_dataset_zscore_mean	ok
GSM3316668	GSE117993	0.779197	0.595277	0.376466	1.36585	signed_within_dataset_zscore_mean	ok
GSM3316669	GSE117993	1.55112	0.523252	3.37662	0.753486	signed_within_dataset_zscore_mean	ok
GSM3316670	GSE117993	0.666286	-0.0188498	1.03877	0.978933	signed_within_dataset_zscore_mean	ok
GSM3316671	GSE117993	-0.232635	0.370151	-0.798864	-0.269191	signed_within_dataset_zscore_mean	ok
GSM3316672	GSE117993	1.32387	-0.190462	3.19277	0.969316	signed_within_dataset_zscore_mean	ok
GSM3316673	GSE117993	-0.470252	-0.123842	-0.777459	-0.509455	signed_within_dataset_zscore_mean	ok
GSM3316674	GSE117993	-0.537686	-0.779512	-0.00106697	-0.832479	signed_within_dataset_zscore_mean	ok
GSM3316675	GSE117993	0.0450701	-0.517691	-0.127422	0.780323	signed_within_dataset_zscore_mean	ok
GSM3316676	GSE117993	0.252275	0.00209278	0.424949	0.329784	signed_within_dataset_zscore_mean	ok
GSM3316677	GSE117993	0.418863	0.179635	0.55083	0.526125	signed_within_dataset_zscore_mean	ok
GSM3316678	GSE117993	-0.408073	-0.596487	-0.101807	-0.525925	signed_within_dataset_zscore_mean	ok
GSM3316679	GSE117993	1.36453	0.908681	1.6013	1.58363	signed_within_dataset_zscore_mean	ok
GSM3316680	GSE117993	-0.71327	-0.998816	-0.543515	-0.597481	signed_within_dataset_zscore_mean	ok
GSM3316681	GSE117993	0.37774	1.16188	-0.802494	0.773836	signed_within_dataset_zscore_mean	ok
GSM3316682	GSE117993	-0.275242	0.0542916	-0.405562	-0.474456	signed_within_dataset_zscore_mean	ok
GSM3316683	GSE117993	0.864166	-0.271478	1.83405	1.02993	signed_within_dataset_zscore_mean	ok
GSM3316684	GSE117993	0.175387	-0.762214	0.772239	0.516135	signed_within_dataset_zscore_mean	ok
GSM3316685	GSE117993	0.666112	-0.545188	1.62864	0.914886	signed_within_dataset_zscore_mean	ok
GSM3316686	GSE117993	0.464716	0.218052	0.939165	0.236932	signed_within_dataset_zscore_mean	ok
GSM3316687	GSE117993	-0.37953	-0.537342	0.103757	-0.705004	signed_within_dataset_zscore_mean	ok
GSM3316688	GSE117993	-0.221105	0.336069	-0.473198	-0.526187	signed_within_dataset_zscore_mean	ok
GSM3316689	GSE117993	0.409432	-0.115678	0.579094	0.764878	signed_within_dataset_zscore_mean	ok
GSM3316690	GSE117993	-0.49671	-0.447634	-0.637077	-0.40542	signed_within_dataset_zscore_mean	ok
GSM3316691	GSE117993	-0.00774534	-0.523567	0.415245	0.0850863	signed_within_dataset_zscore_mean	ok
GSM3316692	GSE117993	-0.326974	0.138694	-1.08233	-0.0372861	signed_within_dataset_zscore_mean	ok
GSM3316693	GSE117993	-0.41253	-0.1076	-0.463195	-0.666795	signed_within_dataset_zscore_mean	ok
GSM3316694	GSE117993	0.148671	-0.520928	0.599931	0.36701	signed_within_dataset_zscore_mean	ok
GSM3316695	GSE117993	-0.645403	-0.187404	-0.902284	-0.846523	signed_within_dataset_zscore_mean	ok
GSM3316696	GSE117993	-0.61374	-0.0997031	-0.775577	-0.965939	signed_within_dataset_zscore_mean	ok
GSM3316697	GSE117993	0.27308	0.424407	0.21778	0.177052	signed_within_dataset_zscore_mean	ok
GSM3316698	GSE117993	-0.661344	-0.875029	-0.15419	-0.954812	signed_within_dataset_zscore_mean	ok
GSM3316699	GSE117993	-0.19497	0.309191	-1.08795	0.193846	signed_within_dataset_zscore_mean	ok
GSM3316700	GSE117993	0.202855	0.0647338	0.408111	0.135721	signed_within_dataset_zscore_mean	ok
GSM3316701	GSE117993	-0.382669	0.0194087	-0.774482	-0.392933	signed_within_dataset_zscore_mean	ok
GSM3316702	GSE117993	0.444101	1.33492	-0.723469	0.720853	signed_within_dataset_zscore_mean	ok
GSM3316703	GSE117993	1.20661	0.309861	1.61327	1.69669	signed_within_dataset_zscore_mean	ok
GSM3316704	GSE117993	0.192663	-0.761235	1.24678	0.0924386	signed_within_dataset_zscore_mean	ok
GSM3316705	GSE117993	-0.126671	-0.210414	0.0808067	-0.250405	signed_within_dataset_zscore_mean	ok
GSM3316706	GSE117993	-0.407106	0.287371	-0.845513	-0.663175	signed_within_dataset_zscore_mean	ok
GSM3316707	GSE117993	-0.416289	-0.773574	0.541594	-1.01689	signed_within_dataset_zscore_mean	ok
GSM3316708	GSE117993	-0.388262	-0.291164	-0.63215	-0.241471	signed_within_dataset_zscore_mean	ok
GSM3316709	GSE117993	0.125128	-0.247098	0.617818	0.00466257	signed_within_dataset_zscore_mean	ok
GSM3316710	GSE117993	-0.638503	-0.56532	-0.672703	-0.677487	signed_within_dataset_zscore_mean	ok
GSM3316711	GSE117993	-0.3227	0.133464	-0.655872	-0.445693	signed_within_dataset_zscore_mean	ok
GSM3316712	GSE117993	-0.481634	-0.151154	-0.342666	-0.951081	signed_within_dataset_zscore_mean	ok
GSM3316713	GSE117993	0.0399773	-0.550911	0.52379	0.147053	signed_within_dataset_zscore_mean	ok
GSM3316714	GSE117993	-0.103306	-0.113804	0.116747	-0.312861	signed_within_dataset_zscore_mean	ok
GSM3316715	GSE117993	-0.166837	-0.0330057	-0.769405	0.301899	signed_within_dataset_zscore_mean	ok
GSM3316716	GSE117993	-0.327453	0.908866	-1.00824	-0.882986	signed_within_dataset_zscore_mean	ok
GSM3316717	GSE117993	-0.616132	-0.290266	-1.04432	-0.51381	signed_within_dataset_zscore_mean	ok
GSM3316718	GSE117993	1.03673	-0.220327	2.68296	0.647571	signed_within_dataset_zscore_mean	ok
GSM3316719	GSE117993	0.262246	-1.0477	1.3278	0.506636	signed_within_dataset_zscore_mean	ok
GSM3316720	GSE117993	0.141652	-0.720554	1.65709	-0.51158	signed_within_dataset_zscore_mean	ok
GSM3316721	GSE117993	-0.479649	-0.334587	-0.36341	-0.740949	signed_within_dataset_zscore_mean	ok
