sample_id	dataset_id	axis_score	upstream_score	mmp_score	junction_score	scoring_method	qc_flags
GSM6249587	GSE206285	-0.116035	0.179742	-0.454541	-0.0733062	signed_within_dataset_zscore_mean	ok
GSM6249588	GSE206285	0.0335067	0.135296	-0.342238	0.307462	signed_within_dataset_zscore_mean	ok
GSM6249589	GSE206285	0.0664572	0.106658	-0.574285	0.666999	signed_within_dataset_zscore_mean	ok
GSM6249590	GSE206285	-0.256912	-0.255886	-0.258484	-0.256368	signed_within_dataset_zscore_mean	ok
GSM6249591	GSE206285	-0.0626808	-0.140194	-0.266535	0.218687	signed_within_dataset_zscore_mean	ok
GSM6249592	GSE206285	0.0218053	-0.278653	0.830388	-0.48632	signed_within_dataset_zscore_mean	ok
GSM6249593	GSE206285	0.0816116	0.462981	-0.317765	0.0996196	signed_within_dataset_zscore_mean	ok
GSM6249594	GSE206285	0.841082	0.0694376	2.53804	-0.0842299	signed_within_dataset_zscore_mean	ok
GSM6249595	GSE206285	0.119434	0.0949836	0.249841	0.0134768	signed_within_dataset_zscore_mean	ok
GSM6249596	GSE206285	0.05496	0.391001	-1.0049	0.778782	signed_within_dataset_zscore_mean	ok
GSM6249597	GSE206285	-0.363443	-0.803893	-0.194987	-0.0914485	signed_within_dataset_zscore_mean	ok
GSM6249598	GSE206285	-1.06789	-0.576462	-1.05146	-1.57575	signed_within_dataset_zscore_mean	ok
GSM6249599	GSE206285	-0.788392	-0.640553	-0.941548	-0.783075	signed_within_dataset_zscore_mean	ok
GSM6249600	GSE206285	0.284408	0.00931509	1.78813	-0.944221	signed_within_dataset_zscore_mean	ok
GSM6249601	GSE206285	0.14715	0.315973	-0.176974	0.30245	signed_within_dataset_zscore_mean	ok
GSM6249602	GSE206285	0.302473	0.174485	-0.23494	0.967875	signed_within_dataset_zscore_mean	ok
GSM6249603	GSE206285	0.119186	-0.0173083	0.458942	-0.0840756	signed_within_dataset_zscore_mean	ok
GSM6249604	GSE206285	-0.64387	-0.681008	0.104947	-1.35555	signed_within_dataset_zscore_mean	ok
GSM6249605	GSE206285	0.28393	-0.119768	0.668419	0.303139	signed_within_dataset_zscore_mean	ok
GSM6249606	GSE206285	0.205833	-0.189803	0.6264	0.180904	signed_within_dataset_zscore_mean	ok
GSM6249607	GSE206285	-0.0890295	0.194321	-0.605922	0.144512	signed_within_dataset_zscore_mean	ok
GSM6249608	GSE206285	0.103593	-0.0227828	0.173937	0.159626	signed_within_dataset_zscore_mean	ok
GSM6249609	GSE206285	-0.0581083	-0.502976	0.0952945	0.233356	signed_within_dataset_zscore_mean	ok
GSM6249610	GSE206285	0.720168	0.229958	2.49504	-0.564497	signed_within_dataset_zscore_mean	ok
GSM6249611	GSE206285	-0.937868	0.531849	-1.75133	-1.59412	signed_within_dataset_zscore_mean	ok
GSM6249612	GSE206285	0.636892	0.560602	1.09931	0.250762	signed_within_dataset_zscore_mean	ok
GSM6249613	GSE206285	-0.253298	-0.104118	-0.208959	-0.446818	signed_within_dataset_zscore_mean	ok
GSM6249614	GSE206285	-0.107914	0.140913	-0.877905	0.413251	signed_within_dataset_zscore_mean	ok
GSM6249615	GSE206285	0.466063	0.842012	0.407924	0.148254	signed_within_dataset_zscore_mean	ok
GSM6249616	GSE206285	0.182078	-0.311121	0.298366	0.558988	signed_within_dataset_zscore_mean	ok
GSM6249617	GSE206285	0.445605	0.344146	0.172553	0.820116	signed_within_dataset_zscore_mean	ok
GSM6249618	GSE206285	-0.304358	0.051871	-0.486576	-0.47837	signed_within_dataset_zscore_mean	ok
GSM6249619	GSE206285	-0.00273983	-0.495668	0.454172	0.0332771	signed_within_dataset_zscore_mean	ok
GSM6249620	GSE206285	0.220392	-0.0282692	0.499719	0.189726	signed_within_dataset_zscore_mean	ok
GSM6249621	GSE206285	-0.529551	-0.553339	-0.569975	-0.465339	signed_within_dataset_zscore_mean	ok
GSM6249622	GSE206285	0.580656	0.586787	0.568416	0.586765	signed_within_dataset_zscore_mean	ok
GSM6249623	GSE206285	-0.0763728	0.384493	-0.962825	0.349213	signed_within_dataset_zscore_mean	ok
GSM6249624	GSE206285	0.058178	0.535661	-0.871983	0.510856	signed_within_dataset_zscore_mean	ok
GSM6249625	GSE206285	0.472831	0.261766	0.736241	0.420487	signed_within_dataset_zscore_mean	ok
GSM6249626	GSE206285	0.132475	0.235777	-0.15816	0.319807	signed_within_dataset_zscore_mean	ok
GSM6249627	GSE206285	-0.0493335	-0.403784	0.125264	0.130519	signed_within_dataset_zscore_mean	ok
GSM6249628	GSE206285	0.398959	0.23875	0.272252	0.685874	signed_within_dataset_zscore_mean	ok
GSM6249629	GSE206285	0.595682	0.726172	0.0230408	1.03783	signed_within_dataset_zscore_mean	ok
GSM6249630	GSE206285	0.35642	0.0608246	0.689101	0.319334	signed_within_dataset_zscore_mean	ok
GSM6249631	GSE206285	0.628987	0.55481	0.725302	0.606848	signed_within_dataset_zscore_mean	ok
GSM6249632	GSE206285	0.248295	-0.460024	0.994871	0.21004	signed_within_dataset_zscore_mean	ok
GSM6249633	GSE206285	-0.0592813	0.127618	-0.431247	0.125786	signed_within_dataset_zscore_mean	ok
GSM6249634	GSE206285	-0.0768414	-0.0221033	-0.4424	0.233979	signed_within_dataset_zscore_mean	ok
GSM6249635	GSE206285	0.0519636	-0.253686	0.505775	-0.0961992	signed_within_dataset_zscore_mean	ok
GSM6249636	GSE206285	-0.571442	-0.918073	-0.818526	0.0222732	signed_within_dataset_zscore_mean	ok
GSM6249637	GSE206285	-0.197623	-0.580834	0.143628	-0.155663	signed_within_dataset_zscore_mean	ok
GSM6249638	GSE206285	-0.245827	-0.25507	-0.194086	-0.288326	signed_within_dataset_zscore_mean	ok
GSM6249639	GSE206285	-0.300169	-0.627847	0.197176	-0.469835	signed_within_dataset_zscore_mean	ok
GSM6249640	GSE206285	0.426688	0.665413	-0.199664	0.814315	signed_within_dataset_zscore_mean	ok
GSM6249641	GSE206285	0.508595	0.0566412	1.23239	0.236754	signed_within_dataset_zscore_mean	ok
GSM6249642	GSE206285	0.195007	-0.147675	0.0831246	0.649573	signed_within_dataset_zscore_mean	ok
GSM6249643	GSE206285	0.291728	-0.318682	0.886403	0.307464	signed_within_dataset_zscore_mean	ok
GSM6249644	GSE206285	-0.270115	-0.112566	-0.18586	-0.511919	signed_within_dataset_zscore_mean	ok
GSM6249645	GSE206285	-0.0534953	0.238965	-0.667358	0.267907	signed_within_dataset_zscore_mean	ok
GSM6249646	GSE206285	-0.0727505	-0.434248	0.121278	0.0947182	signed_within_dataset_zscore_mean	ok
GSM6249647	GSE206285	-0.242919	0.0705168	-0.329741	-0.469534	signed_within_dataset_zscore_mean	ok
GSM6249648	GSE206285	0.336382	0.327318	0.500123	0.181704	signed_within_dataset_zscore_mean	ok
GSM6249649	GSE206285	0.267802	0.067835	0.645534	0.0900381	signed_within_dataset_zscore_mean	ok
GSM6249650	GSE206285	-0.154264	-0.086512	-0.0526483	-0.323632	signed_within_dataset_zscore_mean	ok
GSM6249651	GSE206285	-0.410606	0.127917	-1.18116	-0.17858	signed_within_dataset_zscore_mean	ok
GSM6249652	GSE206285	-1.2121	-0.0458842	-2.11683	-1.47358	signed_within_dataset_zscore_mean	ok
GSM6249653	GSE206285	0.308701	-0.212792	0.0268542	1.11204	signed_within_dataset_zscore_mean	ok
GSM6249654	GSE206285	-1.06671	-0.523898	-1.08622	-1.59001	signed_within_dataset_zscore_mean	ok
GSM6249655	GSE206285	0.511969	0.279596	1.72646	-0.470146	signed_within_dataset_zscore_mean	ok
GSM6249656	GSE206285	-0.317176	-0.381985	-0.0328894	-0.536653	signed_within_dataset_zscore_mean	ok
GSM6249657	GSE206285	0.0726877	-0.109761	0.514442	-0.186619	signed_within_dataset_zscore_mean	ok
GSM6249658	GSE206285	-0.040231	0.279351	-1.00532	0.605277	signed_within_dataset_zscore_mean	ok
GSM6249659	GSE206285	-0.829352	0.0310708	-1.48814	-1.03099	signed_within_dataset_zscore_mean	ok
GSM6249660	GSE206285	0.0515155	-0.104895	0.337861	-0.0784191	signed_within_dataset_zscore_mean	ok
GSM6249661	GSE206285	-1.15886	0.119822	-1.87949	-1.7169	signed_within_dataset_zscore_mean	ok
GSM6249662	GSE206285	-0.78248	-1.18849	-0.184497	-0.97445	signed_within_dataset_zscore_mean	ok
GSM6249663	GSE206285	-0.475673	-0.0861529	-0.627386	-0.713479	signed_within_dataset_zscore_mean	ok
GSM6249664	GSE206285	-0.00363929	-0.42089	0.174866	0.235106	signed_within_dataset_zscore_mean	ok
GSM6249665	GSE206285	-0.567824	-0.510982	-0.528834	-0.663655	signed_within_dataset_zscore_mean	ok
GSM6249666	GSE206285	0.355955	-1.10744	2.44231	-0.267	signed_within_dataset_zscore_mean	ok
GSM6249667	GSE206285	0.540039	0.736732	1.00874	-0.125357	signed_within_dataset_zscore_mean	ok
GSM6249668	GSE206285	0.0233125	0.185877	-0.342959	0.227019	signed_within_dataset_zscore_mean	ok
GSM6249669	GSE206285	0.33593	-0.257226	1.11745	0.147563	signed_within_dataset_zscore_mean	ok
GSM6249670	GSE206285	0.567135	0.659844	0.374967	0.666593	signed_within_dataset_zscore_mean	ok
GSM6249671	GSE206285	0.0388711	0.151591	0.157466	-0.192443	signed_within_dataset_zscore_mean	ok
GSM6249672	GSE206285	0.135139	-0.0530875	0.600462	-0.141956	signed_within_dataset_zscore_mean	ok
GSM6249673	GSE206285	0.322102	0.51559	0.074405	0.376312	signed_within_dataset_zscore_mean	ok
GSM6249674	GSE206285	-0.342217	-0.10582	-0.383238	-0.537593	signed_within_dataset_zscore_mean	ok
GSM6249675	GSE206285	-0.318314	-0.0168379	-0.54075	-0.397354	signed_within_dataset_zscore_mean	ok
GSM6249676	GSE206285	-0.222383	-0.324081	0.300872	-0.643939	signed_within_dataset_zscore_mean	ok
GSM6249677	GSE206285	0.275322	0.207307	0.73978	-0.12112	signed_within_dataset_zscore_mean	ok
GSM6249678	GSE206285	0.132588	0.203989	0.441338	-0.247563	signed_within_dataset_zscore_mean	ok
GSM6249679	GSE206285	-0.563458	0.0214686	-0.477134	-1.23471	signed_within_dataset_zscore_mean	ok
GSM6249680	GSE206285	0.329027	-0.486265	1.0209	0.452443	signed_within_dataset_zscore_mean	ok
GSM6249681	GSE206285	-0.0129928	0.118044	-0.0854024	-0.0716196	signed_within_dataset_zscore_mean	ok
GSM6249682	GSE206285	-1.16728	-0.628839	-1.41923	-1.45378	signed_within_dataset_zscore_mean	ok
GSM6249683	GSE206285	0.415415	0.657287	0.515905	0.0730524	signed_within_dataset_zscore_mean	ok
GSM6249684	GSE206285	-0.159828	-0.391118	0.350839	-0.439205	signed_within_dataset_zscore_mean	ok
GSM6249685	GSE206285	0.455631	-0.0624857	0.303805	1.12557	signed_within_dataset_zscore_mean	ok
GSM6249686	GSE206285	0.278272	0.204678	0.444443	0.185696	signed_within_dataset_zscore_mean	ok
GSM6249687	GSE206285	0.167327	-0.433991	1.12164	-0.185672	signed_within_dataset_zscore_mean	ok
GSM6249688	GSE206285	-0.0459136	0.0877394	-0.300265	0.0747844	signed_within_dataset_zscore_mean	ok
GSM6249689	GSE206285	0.280592	0.463385	0.141554	0.236838	signed_within_dataset_zscore_mean	ok
GSM6249690	GSE206285	0.260521	-0.0130961	0.737132	0.057526	signed_within_dataset_zscore_mean	ok
GSM6249691	GSE206285	0.513513	-0.286967	1.44715	0.38035	signed_within_dataset_zscore_mean	ok
GSM6249692	GSE206285	0.195959	0.151817	-0.0396365	0.475698	signed_within_dataset_zscore_mean	ok
GSM6249693	GSE206285	0.181586	0.0212731	0.257046	0.266439	signed_within_dataset_zscore_mean	ok
GSM6249694	GSE206285	0.499458	0.673111	-0.219335	1.0446	signed_within_dataset_zscore_mean	ok
GSM6249695	GSE206285	-0.158749	-0.0867747	0.0655713	-0.455043	signed_within_dataset_zscore_mean	ok
GSM6249696	GSE206285	-0.243704	0.187061	-0.757871	-0.160301	signed_within_dataset_zscore_mean	ok
GSM6249697	GSE206285	0.247608	-0.42616	1.78248	-0.613495	signed_within_dataset_zscore_mean	ok
GSM6249698	GSE206285	0.556638	0.289712	1.91179	-0.531585	signed_within_dataset_zscore_mean	ok
GSM6249699	GSE206285	-0.00112677	0.0117158	-0.443218	0.428122	signed_within_dataset_zscore_mean	ok
GSM6249700	GSE206285	-0.487374	-0.565857	-0.326158	-0.570108	signed_within_dataset_zscore_mean	ok
GSM6249701	GSE206285	-0.00785419	-0.124585	0.158264	-0.0572421	signed_within_dataset_zscore_mean	ok
GSM6249702	GSE206285	0.629185	-0.205455	1.19512	0.897888	signed_within_dataset_zscore_mean	ok
GSM6249703	GSE206285	-0.747109	-1.14629	-0.379965	-0.71507	signed_within_dataset_zscore_mean	ok
GSM6249704	GSE206285	0.164393	-0.198219	0.944863	-0.253464	signed_within_dataset_zscore_mean	ok
GSM6249705	GSE206285	-0.342784	-0.218061	-0.64702	-0.163271	signed_within_dataset_zscore_mean	ok
GSM6249706	GSE206285	0.313617	-0.48163	0.222463	1.20002	signed_within_dataset_zscore_mean	ok
GSM6249707	GSE206285	0.138781	-0.254018	0.492023	0.178339	signed_within_dataset_zscore_mean	ok
GSM6249708	GSE206285	0.223435	-0.0868886	0.366326	0.390869	signed_within_dataset_zscore_mean	ok
GSM6249709	GSE206285	1.09931	0.899245	1.06815	1.33053	signed_within_dataset_zscore_mean	ok
GSM6249710	GSE206285	0.295744	0.549139	0.249842	0.0882514	signed_within_dataset_zscore_mean	ok
GSM6249711	GSE206285	0.241623	-0.248329	0.947277	0.025921	signed_within_dataset_zscore_mean	ok
GSM6249712	GSE206285	-0.233118	0.183307	0.181651	-1.06431	signed_within_dataset_zscore_mean	ok
GSM6249713	GSE206285	-1.09102	0.0318324	-1.78539	-1.51951	signed_within_dataset_zscore_mean	ok
GSM6249714	GSE206285	-0.0249111	-0.497074	0.227354	0.194988	signed_within_dataset_zscore_mean	ok
GSM6249715	GSE206285	-0.37871	-0.129513	-0.442583	-0.564034	signed_within_dataset_zscore_mean	ok
GSM6249716	GSE206285	-0.0291566	0.623696	-0.199998	-0.511168	signed_within_dataset_zscore_mean	ok
GSM6249717	GSE206285	0.588232	-0.272272	2.00483	0.032134	signed_within_dataset_zscore_mean	ok
GSM6249718	GSE206285	0.0775417	-0.223812	0.912835	-0.456399	signed_within_dataset_zscore_mean	ok
GSM6249719	GSE206285	-0.86564	-0.576702	-1.60736	-0.41286	signed_within_dataset_zscore_mean	ok
GSM6249720	GSE206285	-0.175751	-0.49944	-0.0560137	0.0282009	signed_within_dataset_zscore_mean	ok
GSM6249721	GSE206285	-0.536007	0.0764794	-0.87202	-0.812479	signed_within_dataset_zscore_mean	ok
GSM6249722	GSE206285	0.639524	0.55506	0.323348	1.04016	signed_within_dataset_zscore_mean	ok
GSM6249723	GSE206285	0.173163	-0.0074207	0.832292	-0.305382	signed_within_dataset_zscore_mean	ok
GSM6249724	GSE206285	-0.281816	-0.318313	-0.173772	-0.353363	signed_within_dataset_zscore_mean	ok
GSM6249725	GSE206285	0.209373	-0.0588211	0.336519	0.350421	signed_within_dataset_zscore_mean	ok
GSM6249726	GSE206285	-0.822875	-0.74315	-0.989609	-0.735867	signed_within_dataset_zscore_mean	ok
GSM6249727	GSE206285	0.371091	0.414774	-0.337846	1.03634	signed_within_dataset_zscore_mean	ok
GSM6249728	GSE206285	0.0426973	0.294954	-0.382952	0.21609	signed_within_dataset_zscore_mean	ok
GSM6249729	GSE206285	0.596363	-0.0603891	1.98081	-0.131332	signed_within_dataset_zscore_mean	ok
GSM6249730	GSE206285	0.327615	-0.103644	0.295906	0.790583	signed_within_dataset_zscore_mean	ok
GSM6249731	GSE206285	0.494833	0.540847	0.276973	0.666678	signed_within_dataset_zscore_mean	ok
GSM6249732	GSE206285	-0.0299618	-0.53184	0.432201	0.00975319	signed_within_dataset_zscore_mean	ok
GSM6249733	GSE206285	0.133746	-0.664307	0.981195	0.0843515	signed_within_dataset_zscore_mean	ok
GSM6249734	GSE206285	0.0906331	0.662048	-1.23034	0.840189	signed_within_dataset_zscore_mean	ok
GSM6249735	GSE206285	0.156101	-0.00624257	-0.279578	0.754122	signed_within_dataset_zscore_mean	ok
GSM6249736	GSE206285	-0.111435	0.0191579	-0.418156	0.0646923	signed_within_dataset_zscore_mean	ok
GSM6249737	GSE206285	0.0866521	-0.462878	0.875607	-0.152773	signed_within_dataset_zscore_mean	ok
GSM6249738	GSE206285	0.514398	0.218268	0.315219	1.00971	signed_within_dataset_zscore_mean	ok
GSM6249739	GSE206285	0.117745	0.274277	0.121315	-0.042358	signed_within_dataset_zscore_mean	ok
GSM6249740	GSE206285	0.393357	0.681513	-0.0543575	0.552917	signed_within_dataset_zscore_mean	ok
GSM6249741	GSE206285	-0.251854	0.0734229	-0.239129	-0.589855	signed_within_dataset_zscore_mean	ok
GSM6249742	GSE206285	-0.380653	-0.276505	-0.179315	-0.686139	signed_within_dataset_zscore_mean	ok
GSM6249743	GSE206285	0.31332	0.499353	0.441182	-0.000576969	signed_within_dataset_zscore_mean	ok
GSM6249744	GSE206285	0.272403	-0.199518	0.414528	0.602199	signed_within_dataset_zscore_mean	ok
GSM6249745	GSE206285	-0.0457908	-0.214366	0.368088	-0.291095	signed_within_dataset_zscore_mean	ok
GSM6249746	GSE206285	0.87875	0.500779	1.56241	0.573063	signed_within_dataset_zscore_mean	ok
GSM6249747	GSE206285	0.474707	0.104521	1.16176	0.157842	signed_within_dataset_zscore_mean	ok
GSM6249748	GSE206285	0.522756	0.145918	0.830892	0.591457	signed_within_dataset_zscore_mean	ok
GSM6249749	GSE206285	-0.330379	0.0358123	-0.972769	-0.0541807	signed_within_dataset_zscore_mean	ok
GSM6249750	GSE206285	-0.00538512	-0.735299	0.567647	0.151496	signed_within_dataset_zscore_mean	ok
GSM6249751	GSE206285	-0.311861	0.260957	0.123185	-1.31972	signed_within_dataset_zscore_mean	ok
GSM6249752	GSE206285	-0.134952	0.0815043	-0.587371	0.101011	signed_within_dataset_zscore_mean	ok
GSM6249753	GSE206285	-0.701528	0.113308	-1.64034	-0.577554	signed_within_dataset_zscore_mean	ok
GSM6249754	GSE206285	-1.16752	-1.26721	-0.726342	-1.50899	signed_within_dataset_zscore_mean	ok
GSM6249755	GSE206285	0.0736743	0.0954024	0.0360426	0.089578	signed_within_dataset_zscore_mean	ok
GSM6249756	GSE206285	0.0343714	0.243276	-0.186978	0.0468163	signed_within_dataset_zscore_mean	ok
GSM6249757	GSE206285	0.261282	-0.940209	1.44307	0.28099	signed_within_dataset_zscore_mean	ok
GSM6249758	GSE206285	0.338708	-0.750125	1.31977	0.446475	signed_within_dataset_zscore_mean	ok
GSM6249759	GSE206285	-0.171139	-0.161364	0.0314756	-0.38353	signed_within_dataset_zscore_mean	ok
GSM6249760	GSE206285	0.271285	0.295418	-0.372401	0.890838	signed_within_dataset_zscore_mean	ok
GSM6249761	GSE206285	0.457946	0.262308	0.29593	0.815599	signed_within_dataset_zscore_mean	ok
GSM6249762	GSE206285	-0.652016	-0.0198421	-1.44823	-0.48798	signed_within_dataset_zscore_mean	ok
GSM6249763	GSE206285	-0.541321	-0.448628	-0.490296	-0.685038	signed_within_dataset_zscore_mean	ok
GSM6249764	GSE206285	-0.150613	0.276502	-0.740835	0.0124946	signed_within_dataset_zscore_mean	ok
GSM6249765	GSE206285	-0.67319	-0.80684	-0.1633	-1.04943	signed_within_dataset_zscore_mean	ok
GSM6249766	GSE206285	-0.905724	-0.0211738	-1.32559	-1.37041	signed_within_dataset_zscore_mean	ok
GSM6249767	GSE206285	0.663861	0.0795909	1.83521	0.0767853	signed_within_dataset_zscore_mean	ok
GSM6249768	GSE206285	0.173217	-0.315945	0.721672	0.113923	signed_within_dataset_zscore_mean	ok
GSM6249769	GSE206285	0.119578	0.454165	-0.3746	0.279169	signed_within_dataset_zscore_mean	ok
GSM6249770	GSE206285	0.138834	-0.184498	1.27346	-0.672464	signed_within_dataset_zscore_mean	ok
GSM6249771	GSE206285	0.225893	0.411444	-0.476988	0.743222	signed_within_dataset_zscore_mean	ok
GSM6249772	GSE206285	0.33054	0.277099	-0.835545	1.55007	signed_within_dataset_zscore_mean	ok
GSM6249773	GSE206285	0.92336	0.732611	0.722549	1.31492	signed_within_dataset_zscore_mean	ok
GSM6249774	GSE206285	0.277036	-0.318297	0.956915	0.192489	signed_within_dataset_zscore_mean	ok
GSM6249775	GSE206285	-0.082617	-0.13425	-0.980679	0.867078	signed_within_dataset_zscore_mean	ok
GSM6249776	GSE206285	-0.43158	-0.611469	0.00874625	-0.692018	signed_within_dataset_zscore_mean	ok
GSM6249777	GSE206285	0.25022	-0.0128496	0.13377	0.629738	signed_within_dataset_zscore_mean	ok
GSM6249778	GSE206285	0.365083	-0.192523	1.08446	0.203312	signed_within_dataset_zscore_mean	ok
GSM6249779	GSE206285	-0.350499	-0.0408077	-0.580513	-0.430177	signed_within_dataset_zscore_mean	ok
GSM6249780	GSE206285	0.612292	0.60059	1.02575	0.210541	signed_within_dataset_zscore_mean	ok
GSM6249781	GSE206285	-0.0763055	-0.639676	0.318602	0.0921577	signed_within_dataset_zscore_mean	ok
GSM6249782	GSE206285	0.043395	-0.0379825	0.0296595	0.138508	signed_within_dataset_zscore_mean	ok
GSM6249783	GSE206285	-0.565009	-0.0956866	-0.861541	-0.737798	signed_within_dataset_zscore_mean	ok
GSM6249784	GSE206285	-0.470424	0.197993	-1.26018	-0.349087	signed_within_dataset_zscore_mean	ok
GSM6249785	GSE206285	0.0607849	-0.822611	0.85247	0.152496	signed_within_dataset_zscore_mean	ok
GSM6249786	GSE206285	0.521209	0.81264	-0.044334	0.795322	signed_within_dataset_zscore_mean	ok
GSM6249787	GSE206285	0.502519	0.740678	-0.152025	0.918904	signed_within_dataset_zscore_mean	ok
GSM6249788	GSE206285	0.36013	-0.0898935	0.816226	0.354058	signed_within_dataset_zscore_mean	ok
GSM6249789	GSE206285	0.197059	-0.160831	0.397381	0.354627	signed_within_dataset_zscore_mean	ok
GSM6249790	GSE206285	0.0234965	0.678301	-0.271261	-0.33655	signed_within_dataset_zscore_mean	ok
GSM6249791	GSE206285	0.395146	0.202745	0.503976	0.478718	signed_within_dataset_zscore_mean	ok
GSM6249792	GSE206285	0.0800326	0.358499	-0.348145	0.229744	signed_within_dataset_zscore_mean	ok
GSM6249793	GSE206285	-0.0144519	-0.163555	0.655527	-0.535327	signed_within_dataset_zscore_mean	ok
GSM6249794	GSE206285	0.460795	-0.127485	1.71554	-0.205669	signed_within_dataset_zscore_mean	ok
GSM6249795	GSE206285	-1.35943	-0.636198	-1.54984	-1.89225	signed_within_dataset_zscore_mean	ok
GSM6249796	GSE206285	-1.13799	-0.473783	-0.949836	-1.99036	signed_within_dataset_zscore_mean	ok
GSM6249797	GSE206285	0.18124	-0.130517	-0.0810666	0.755304	signed_within_dataset_zscore_mean	ok
GSM6249798	GSE206285	0.535119	0.355044	0.750191	0.500121	signed_within_dataset_zscore_mean	ok
GSM6249799	GSE206285	0.274971	0.601842	0.274912	-0.0518422	signed_within_dataset_zscore_mean	ok
GSM6249800	GSE206285	-0.0332195	0.0394896	-0.241828	0.102679	signed_within_dataset_zscore_mean	ok
GSM6249801	GSE206285	0.549993	-0.26178	0.0422462	1.86951	signed_within_dataset_zscore_mean	ok
GSM6249802	GSE206285	-0.0520593	-0.512501	1.40567	-1.04935	signed_within_dataset_zscore_mean	ok
GSM6249803	GSE206285	0.32602	0.461421	0.261026	0.255613	signed_within_dataset_zscore_mean	ok
GSM6249804	GSE206285	-0.435737	-1.06026	0.257269	-0.504218	signed_within_dataset_zscore_mean	ok
GSM6249805	GSE206285	0.162024	-0.667624	1.03049	0.123211	signed_within_dataset_zscore_mean	ok
GSM6249806	GSE206285	0.606803	0.210244	0.836545	0.773622	signed_within_dataset_zscore_mean	ok
GSM6249807	GSE206285	-0.317451	-0.367118	-0.506027	-0.079209	signed_within_dataset_zscore_mean	ok
GSM6249808	GSE206285	-0.557428	-0.58416	-0.63438	-0.453746	signed_within_dataset_zscore_mean	ok
GSM6249809	GSE206285	-0.20122	-0.0420458	-0.627342	0.0657295	signed_within_dataset_zscore_mean	ok
GSM6249810	GSE206285	0.106876	-0.862418	0.498097	0.684948	signed_within_dataset_zscore_mean	ok
GSM6249811	GSE206285	0.573012	0.32877	0.761206	0.629058	signed_within_dataset_zscore_mean	ok
GSM6249812	GSE206285	-0.533148	-0.0142374	-0.918757	-0.66645	signed_within_dataset_zscore_mean	ok
GSM6249813	GSE206285	-0.296368	-0.112	-1.13563	0.358524	signed_within_dataset_zscore_mean	ok
GSM6249814	GSE206285	0.384151	0.379827	0.287968	0.484657	signed_within_dataset_zscore_mean	ok
GSM6249815	GSE206285	0.0401698	-0.165358	0.408669	-0.122801	signed_within_dataset_zscore_mean	ok
GSM6249816	GSE206285	-0.583785	-0.213559	-0.702906	-0.834889	signed_within_dataset_zscore_mean	ok
GSM6249817	GSE206285	0.765913	-0.0117297	1.09541	1.21406	signed_within_dataset_zscore_mean	ok
GSM6249818	GSE206285	-0.454447	0.578393	-1.7923	-0.149432	signed_within_dataset_zscore_mean	ok
GSM6249819	GSE206285	-0.0298349	-0.00334593	-0.203536	0.117377	signed_within_dataset_zscore_mean	ok
GSM6249820	GSE206285	-0.260996	-0.363978	-1.31178	0.892766	signed_within_dataset_zscore_mean	ok
GSM6249821	GSE206285	-0.627137	-0.28064	-0.726584	-0.874187	signed_within_dataset_zscore_mean	ok
GSM6249822	GSE206285	-0.309172	0.125408	-0.98763	-0.0652959	signed_within_dataset_zscore_mean	ok
GSM6249823	GSE206285	-0.497976	-0.305616	-0.655014	-0.533298	signed_within_dataset_zscore_mean	ok
GSM6249824	GSE206285	-0.139791	0.443035	-1.00934	0.146935	signed_within_dataset_zscore_mean	ok
GSM6249825	GSE206285	0.481257	-0.42683	1.04166	0.828937	signed_within_dataset_zscore_mean	ok
GSM6249826	GSE206285	-0.430219	-0.439689	-0.0857491	-0.765217	signed_within_dataset_zscore_mean	ok
GSM6249827	GSE206285	-1.03065	0.232986	-1.60265	-1.72229	signed_within_dataset_zscore_mean	ok
GSM6249828	GSE206285	-0.938341	0.109377	-1.63481	-1.28959	signed_within_dataset_zscore_mean	ok
GSM6249829	GSE206285	-1.22105	-0.502748	-1.64329	-1.51712	signed_within_dataset_zscore_mean	ok
GSM6249830	GSE206285	-0.0448605	0.256408	-0.973592	0.582603	signed_within_dataset_zscore_mean	ok
GSM6249831	GSE206285	-1.00273	0.355407	-1.68105	-1.68256	signed_within_dataset_zscore_mean	ok
GSM6249832	GSE206285	-0.758184	0.309999	-0.997619	-1.58693	signed_within_dataset_zscore_mean	ok
GSM6249833	GSE206285	-0.203277	0.443443	-1.41694	0.363664	signed_within_dataset_zscore_mean	ok
GSM6249834	GSE206285	-1.22931	-0.0411038	-1.9642	-1.68264	signed_within_dataset_zscore_mean	ok
GSM6249835	GSE206285	-0.958581	0.31528	-1.53684	-1.65418	signed_within_dataset_zscore_mean	ok
GSM6249836	GSE206285	-1.19754	-0.210411	-1.677	-1.70521	signed_within_dataset_zscore_mean	ok
GSM6249837	GSE206285	-1.03275	0.18746	-1.62445	-1.66126	signed_within_dataset_zscore_mean	ok
GSM6249838	GSE206285	-1.38857	0.0448154	-2.16108	-2.04943	signed_within_dataset_zscore_mean	ok
GSM6249839	GSE206285	-1.56577	-0.592914	-2.1396	-1.96479	signed_within_dataset_zscore_mean	ok
GSM6249840	GSE206285	-1.20837	-0.229257	-1.53354	-1.86232	signed_within_dataset_zscore_mean	ok
GSM6249841	GSE206285	-0.722826	0.67954	-1.6961	-1.15192	signed_within_dataset_zscore_mean	ok
